ID,model,target_language_name,topic,iteration,timestamp,target_language_sentence,batch_id,custom_id,model_suffix,Clarity / Readability,Naturalness / Colloquial / Context appropriateness,Formal Correctness,Critical Error,Comments (Optional),clarity_score,naturalness_score,correctness_score,has_critical_error
GP-5137,gpt-5,Bura-Pabir,Child health,2,2025-11-26T22:36:32.189743,Lafiyar yara a Kwaya Kusar na bukatar abinci mai gina jiki.,batch_69277e29eb6c8190bcce73373760b801,Bura-Pabir-Child_health-1,gpt-5,1 - Very difficult to read and understand (Effectively incomprehensible),,,"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",different language,1,,,1
NV-8481,gpt-5,Bura-Pabir,Medications,4,2025-11-26T22:36:32.189879,"Dawa di ma ngga, doctor a Biu nden gba.",batch_69277e29eb6c8190bcce73373760b801,Bura-Pabir-Medications-3,gpt-5,1 - Very difficult to read and understand (Effectively incomprehensible),1 - Very unnatural and robotic,,"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",different language,1,1.0,,1
JX-1967,gpt-5,Bura-Pabir,Vaccinations,2,2025-11-26T22:36:32.189800,"A asibiti Biu, vaksin na kare yara da yawa.",batch_69277e29eb6c8190bcce73373760b801,Bura-Pabir-Vaccinations-1,gpt-5,1 - Very difficult to read and understand (Effectively incomprehensible),,,"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",different language,1,,,1
LF-8799,gemini-2.5-flash-lite,Bura-Pabir,Child health,1,2025-11-27T16:03:14.843896,Yaya za mu iya inganta lafiyar jikin yara a makaranta?,,,gemini-2_5-flash-lite,1 - Very difficult to read and understand (Effectively incomprehensible),,,"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",different language,1,,,1
PF-2575,gemini-2.5-flash-lite,Bura-Pabir,Medications,5,2025-11-27T16:03:35.900660,Akwai magani ga ciwonka wanda likita zai iya baka.,,,gemini-2_5-flash-lite,1 - Very difficult to read and understand (Effectively incomprehensible),,,"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",different language,1,,,1
BE-2593,gemini-2.5-flash-lite,Bura-Pabir,Vaccinations,1,2025-11-27T16:03:24.787353,Zan dauki allurar rigakafin cutar nan gobe.,,,gemini-2_5-flash-lite,1 - Very difficult to read and understand (Effectively incomprehensible),,,"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",different language,1,,,1
SA-7516,gemini-2.5-flash,Bura-Pabir,Child health,2,2025-11-27T14:33:15.058808,Ka yaka nwa nuwa ka tuka kwama sa?,batches/15f4z0fe57rmq4hocor0x0b84c1mb7sx84cg,req-31,gemini-2_5-flash,3 - Somewhat difficult to read and understand,4 - Neutral / Neither natural nor unnatural,4 - Neutral / Neither perfect nor heavily flawed (Average),No – No Critical Error (The output is a valid sentence in the target language),fusion of 2 different languages,3,4.0,4.0,0
GR-0662,gemini-2.5-flash,Bura-Pabir,Medications,2,2025-11-27T14:33:15.058835,Wà gàbì àshìrà kùlàyá à yàkà múlù?,batches/15f4z0fe57rmq4hocor0x0b84c1mb7sx84cg,req-41,gemini-2_5-flash,1 - Very difficult to read and understand (Effectively incomprehensible),,,"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",different language,1,,,1
MY-7940,gemini-2.5-flash,Bura-Pabir,Vaccinations,1,2025-11-27T14:33:15.058819,Allura ta zaga ngwada a ki ci-ji.,batches/15f4z0fe57rmq4hocor0x0b84c1mb7sx84cg,req-35,gemini-2_5-flash,1 - Very difficult to read and understand (Effectively incomprehensible),,,"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",different language,1,,,1
IR-4149,gpt-5-mini,Bura-Pabir,Child health,2,2025-11-26T22:36:35.467879,"Nga maɓe ruwa da magani, yâ yara su za lafiya.",batch_69277e2f21e08190a4b6ab15ae9d4a0a,Bura-Pabir-Child_health-1,gpt-5-mini,1 - Very difficult to read and understand (Effectively incomprehensible),,,"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",different language,1,,,1
FZ-2835,gpt-5-mini,Bura-Pabir,Medications,4,2025-11-26T22:36:35.468023,Ka sha magani daidai kowane rana kamar likita ya fada?,batch_69277e2f21e08190a4b6ab15ae9d4a0a,Bura-Pabir-Medications-3,gpt-5-mini,1 - Very difficult to read and understand (Effectively incomprehensible),1 - Very unnatural and robotic,1 - Very heavily flawed (Severe grammatical/spelling errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",different language,1,1.0,1.0,1
WM-0229,gpt-5-mini,Bura-Pabir,Vaccinations,2,2025-11-26T22:36:35.467958,Rigakafi na garinmu yana kare yara da iyali daga cututtuka.,batch_69277e2f21e08190a4b6ab15ae9d4a0a,Bura-Pabir-Vaccinations-1,gpt-5-mini,1 - Very difficult to read and understand (Effectively incomprehensible),,,"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",different language,1,,,1
BR-4563,gpt-5-nano,Bura-Pabir,Child health,2,2025-11-26T22:36:36.467154,"Yara na lafiya, muna bada magani a kulli yini?",batch_69277e3018b081909ffc008ef93a1951,Bura-Pabir-Child_health-1,gpt-5-nano,1 - Very difficult to read and understand (Effectively incomprehensible),,,"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",different language,1,,,1
UC-4796,gpt-5-nano,Bura-Pabir,Medications,4,2025-11-26T22:36:36.467411,Shin magani yana taimakawa mutane lafiya kullum?,batch_69277e3018b081909ffc008ef93a1951,Bura-Pabir-Medications-3,gpt-5-nano,1 - Very difficult to read and understand (Effectively incomprehensible),,,"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",different language,1,,,1
DY-2650,gpt-5-nano,Bura-Pabir,Vaccinations,2,2025-11-26T22:36:36.467268,Shin vakisin ya taimaki yara daga cuta a garinmu?,batch_69277e3018b081909ffc008ef93a1951,Bura-Pabir-Vaccinations-1,gpt-5-nano,1 - Very difficult to read and understand (Effectively incomprehensible),,,"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",different language,1,,,1
WP-3217,gpt-4.1,Bura-Pabir,Child health,2,2025-11-26T22:36:38.164337,Nwɛya ka mandza wa ga tsɔhyera kwathina nom.,batch_69277e3160f4819089421e28bd92aed3,Bura-Pabir-Child_health-1,gpt-4_1-2025-04-14,1 - Very difficult to read and understand (Effectively incomprehensible),1 - Very unnatural and robotic,1 - Very heavily flawed (Severe grammatical/spelling errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",different language,1,1.0,1.0,1
UO-8545,gpt-4.1,Bura-Pabir,Medications,4,2025-11-26T22:36:38.164653,Tila murna ku zara mban bi wuntiri yìna.,batch_69277e3160f4819089421e28bd92aed3,Bura-Pabir-Medications-3,gpt-4_1-2025-04-14,1 - Very difficult to read and understand (Effectively incomprehensible),,,"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",different language,1,,,1
OJ-7706,gpt-4.1,Bura-Pabir,Vaccinations,2,2025-11-26T22:36:38.164457,Yara nda gude ehi da ga vaccination ndu ba yenna kuli.,batch_69277e3160f4819089421e28bd92aed3,Bura-Pabir-Vaccinations-1,gpt-4_1-2025-04-14,1 - Very difficult to read and understand (Effectively incomprehensible),,,"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",different language,1,,,1
RC-8052,claude-sonnet-4-20250514,Bura-Pabir,Child health,2,2025-11-26T22:36:38.760713,Yar nan ta kasance lafiya sosai saboda mahaifiyarta na ba ta abinci mai gina jiki kullum.,msgbatch_01NTGGLbg99xrS1C6PBadDGf,Bura-Pabir-Child_health-1,claude-sonnet-4-20250514,1 - Very difficult to read and understand (Effectively incomprehensible),,,"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",different language,1,,,1
OZ-9200,claude-sonnet-4-20250514,Bura-Pabir,Medications,2,2025-11-26T22:36:38.761091,Magani nan yana da ikon warkar da cutar zuciya.,msgbatch_01NTGGLbg99xrS1C6PBadDGf,Bura-Pabir-Medications-1,claude-sonnet-4-20250514,1 - Very difficult to read and understand (Effectively incomprehensible),,,"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",different language,1,,,1
RK-4631,claude-sonnet-4-20250514,Bura-Pabir,Vaccinations,5,2025-11-26T22:36:38.761019,Allura na barka da ciwon daji da makaman rigakafi.,msgbatch_01NTGGLbg99xrS1C6PBadDGf,Bura-Pabir-Vaccinations-4,claude-sonnet-4-20250514,1 - Very difficult to read and understand (Effectively incomprehensible),,,"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",different language,1,,,1
XA-6665,gemini-3-pro-preview,Bura-Pabir,Child health,2,2025-11-27T14:33:20.461054,Nam mwami mbal ka bzɨr gha antu dida na a nzi mbal.,batches/xn96hddmsmab4gxju9nwzlb5agiu4fbh7drq,req-31,gemini-3-pro-preview,5 - Somewhat easy to read and understand,4 - Neutral / Neither natural nor unnatural,3 - Somewhat flawed,"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",flawed bura pabir,5,4.0,3.0,1
GI-7971,gemini-3-pro-preview,Bura-Pabir,Medications,4,2025-11-27T14:33:20.461068,Ka hara magani ni likita na naka ka su?,batches/xn96hddmsmab4gxju9nwzlb5agiu4fbh7drq,req-43,gemini-3-pro-preview,1 - Very difficult to read and understand (Effectively incomprehensible),1 - Very unnatural and robotic,1 - Very heavily flawed (Severe grammatical/spelling errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",different language,1,1.0,1.0,1
BS-0028,gemini-3-pro-preview,Bura-Pabir,Vaccinations,2,2025-11-27T14:33:20.461060,Mwa hara bwala mwa ta asibiti ka kila simba.,batches/xn96hddmsmab4gxju9nwzlb5agiu4fbh7drq,req-36,gemini-3-pro-preview,1 - Very difficult to read and understand (Effectively incomprehensible),1 - Very unnatural and robotic,2 - Heavily flawed,"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",flawed bura pabir,1,1.0,2.0,1
BY-1229,bedrock-claude-3-5-sonnet,Bura-Pabir,Child health,2,2025-11-26T23:44:11.833769,Bazir atani akwa kilang ka bwi hyelakurma.,,,claude-3-5-sonnet-20241022,1 - Very difficult to read and understand (Effectively incomprehensible),1 - Very unnatural and robotic,1 - Very heavily flawed (Severe grammatical/spelling errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",flawed bura pabir,1,1.0,1.0,1
DL-3537,bedrock-claude-3-5-sonnet,Bura-Pabir,Medications,4,2025-11-26T23:44:30.830061,Tsi gu ali kusar ka pindlar ata ka shinda wa?,,,claude-3-5-sonnet-20241022,1 - Very difficult to read and understand (Effectively incomprehensible),1 - Very unnatural and robotic,1 - Very heavily flawed (Severe grammatical/spelling errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",flawed bura pabir,1,1.0,1.0,1
KS-2719,bedrock-claude-3-5-sonnet,Bura-Pabir,Vaccinations,2,2025-11-26T23:44:19.891033,Ka mwara tikta nthlaku adi akwa hospital ka mthlaku askwa?,,,claude-3-5-sonnet-20241022,3 - Somewhat difficult to read and understand,4 - Neutral / Neither natural nor unnatural,3 - Somewhat flawed,"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,3,4.0,3.0,1
