ID,model,target_language_name,topic,iteration,timestamp,target_language_sentence,batch_id,custom_id,model_suffix,Clarity / Readability,Naturalness / Colloquial / Context appropriateness,Formal Correctness,Critical Error,Comments (Optional),clarity_score,naturalness_score,correctness_score,has_critical_error
PC-0262,claude-sonnet-4-5-20250929,Shuwa Arabic,Medications,2,2025-11-26T22:36:30.532244,Likita ya ba ni magani don ciwon kai da zazzaɓi.,msgbatch_01F1muqzB14y75J3cffbGp4M,ShuwaArabic-Medications-1,claude-sonnet-4-5-20250929,1 - Very difficult to read and understand (Effectively incomprehensible),1 - Very unnatural and robotic,1 - Very heavily flawed (Severe grammatical/spelling errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,1,1,1,1
FW-5193,claude-sonnet-4-5-20250929,Shuwa Arabic,Vaccinations,5,2025-11-26T22:36:30.532154,Ka karɓi allurar rigakafin cutar polio a gidan lafiya?,msgbatch_01F1muqzB14y75J3cffbGp4M,ShuwaArabic-Vaccinations-4,claude-sonnet-4-5-20250929,1 - Very difficult to read and understand (Effectively incomprehensible),2 - Unnatural,1 - Very heavily flawed (Severe grammatical/spelling errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",This is more Shuwa Arabic,1,2,1,1
TM-6678,claude-haiku-4-5-20251001,Shuwa Arabic,Child health,1,2025-11-26T22:36:31.138773,Yara dole su sha ruwan tsafi ko da kafe don kasua lafiya.,msgbatch_01Mk9b3etuiFhXGcEvvaRdgW,ShuwaArabic-Child_health-0,claude-haiku-4-5-20251001,1 - Very difficult to read and understand (Effectively incomprehensible),2 - Unnatural,1 - Very heavily flawed (Severe grammatical/spelling errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,1,2,1,1
GA-3172,claude-haiku-4-5-20251001,Shuwa Arabic,Medications,4,2025-11-26T22:36:31.140192,"Maganin nan ya sa ni sanyi sosai, sai na ci shi jiya da asuba.",msgbatch_01Mk9b3etuiFhXGcEvvaRdgW,ShuwaArabic-Medications-3,claude-haiku-4-5-20251001,1 - Very difficult to read and understand (Effectively incomprehensible),2 - Unnatural,1 - Very heavily flawed (Severe grammatical/spelling errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",This is more Shuwa Arabic,1,2,1,1
TX-4099,claude-haiku-4-5-20251001,Shuwa Arabic,Vaccinations,2,2025-11-26T22:36:31.139442,Alluran fage wata mahimmanci a gida ne don kariyar lafiya ta yara.,msgbatch_01Mk9b3etuiFhXGcEvvaRdgW,ShuwaArabic-Vaccinations-1,claude-haiku-4-5-20251001,1 - Very difficult to read and understand (Effectively incomprehensible),2 - Unnatural,1 - Very heavily flawed (Severe grammatical/spelling errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,1,2,1,1
KC-9405,gpt-5,Shuwa Arabic,Child health,2,2025-11-26T22:36:32.189567,صحة الطفل مهمة، أعطيه ماء نظيف، وديه مركز صحة إذا مريض.,batch_69277e29eb6c8190bcce73373760b801,ShuwaArabic-Child_health-1,gpt-5,1 - Very difficult to read and understand (Effectively incomprehensible),2 - Unnatural,1 - Very heavily flawed (Severe grammatical/spelling errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,1,2,1,1
MR-4593,gpt-5,Shuwa Arabic,Medications,4,2025-11-26T22:36:32.189708,Hakimi gal li ashrab habba dawa sabah wa masa.,batch_69277e29eb6c8190bcce73373760b801,ShuwaArabic-Medications-3,gpt-5,5 - Somewhat easy to read and understand,5 - Somewhat natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,5,5,5,0
WI-0107,gpt-5,Shuwa Arabic,Vaccinations,2,2025-11-26T22:36:32.189626,اللقاح يحمي أولادنا من أمراض في بحيرة تشاد.,batch_69277e29eb6c8190bcce73373760b801,ShuwaArabic-Vaccinations-1,gpt-5,1 - Very difficult to read and understand (Effectively incomprehensible),2 - Unnatural,1 - Very heavily flawed (Severe grammatical/spelling errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,1,2,1,1
SK-8254,gemini-2.5-flash-lite,Shuwa Arabic,Child health,3,2025-11-27T14:33:13.893907,Shu yaro ya ci abinci mai kyau yau.,batches/sqgxsci9onht72oe0cd8fn3vsdaypk2cu76p,req-17,gemini-2_5-flash-lite,1 - Very difficult to read and understand (Effectively incomprehensible),1 - Very unnatural and robotic,1 - Very heavily flawed (Severe grammatical/spelling errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,1,1,1,1
ZN-7723,gemini-2.5-flash-lite,Shuwa Arabic,Medications,4,2025-11-27T14:33:13.893929,Da wani magani kake shan ciwon ka?,batches/sqgxsci9onht72oe0cd8fn3vsdaypk2cu76p,req-28,gemini-2_5-flash-lite,1 - Very difficult to read and understand (Effectively incomprehensible),2 - Unnatural,1 - Very heavily flawed (Severe grammatical/spelling errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,1,2,1,1
TM-7783,gemini-2.5-flash-lite,Shuwa Arabic,Vaccinations,5,2025-11-27T14:33:13.893922,Alurar riga kafi tana kare mu daga cututtuka masu yawa.,batches/sqgxsci9onht72oe0cd8fn3vsdaypk2cu76p,req-24,gemini-2_5-flash-lite,1 - Very difficult to read and understand (Effectively incomprehensible),2 - Unnatural,1 - Very heavily flawed (Severe grammatical/spelling errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,1,2,1,1
MC-4544,gemini-2.5-flash,Shuwa Arabic,Child health,2,2025-11-27T14:33:15.058766,Yaya za mu tabbatar yaranmu suna da lafiya a kauye?,batches/15f4z0fe57rmq4hocor0x0b84c1mb7sx84cg,req-16,gemini-2_5-flash,1 - Very difficult to read and understand (Effectively incomprehensible),2 - Unnatural,1 - Very heavily flawed (Severe grammatical/spelling errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",This is hausa,1,2,1,1
AV-2919,gemini-2.5-flash,Shuwa Arabic,Medications,2,2025-11-27T14:33:15.058795,Zan je asibiti in sami magani don ciwon kai na.,batches/15f4z0fe57rmq4hocor0x0b84c1mb7sx84cg,req-26,gemini-2_5-flash,1 - Very difficult to read and understand (Effectively incomprehensible),2 - Unnatural,1 - Very heavily flawed (Severe grammatical/spelling errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",This is hausa not Shuwa,1,2,1,1
LM-5058,gemini-2.5-flash,Shuwa Arabic,Vaccinations,5,2025-11-27T14:33:15.058788,Rigakafi na da muhimmanci don lafiyar mutane a yankinmu.,batches/15f4z0fe57rmq4hocor0x0b84c1mb7sx84cg,req-24,gemini-2_5-flash,1 - Very difficult to read and understand (Effectively incomprehensible),2 - Unnatural,1 - Very heavily flawed (Severe grammatical/spelling errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",This is hausa,1,2,1,1
MB-7043,gpt-5-mini,Shuwa Arabic,Child health,2,2025-11-26T22:36:35.467431,Tifil laazim yihfaz sihhatuh bi-aghdiya nadhifa wa ziyarah tabib.,batch_69277e2f21e08190a4b6ab15ae9d4a0a,ShuwaArabic-Child_health-1,gpt-5-mini,2 - Difficult to read and understand,2 - Unnatural,2 - Heavily flawed,"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,2,2,2,1
KV-1759,gpt-5-mini,Shuwa Arabic,Medications,4,2025-11-26T22:36:35.467824,ما تاخذ الدوا بدون إذن الطبيب وخلي بالك من الجرعة.,batch_69277e2f21e08190a4b6ab15ae9d4a0a,ShuwaArabic-Medications-3,gpt-5-mini,1 - Very difficult to read and understand (Effectively incomprehensible),2 - Unnatural,1 - Very heavily flawed (Severe grammatical/spelling errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,1,2,1,1
GC-7261,gpt-5-mini,Shuwa Arabic,Vaccinations,2,2025-11-26T22:36:35.467576,At-talqim yihmi il-ayyal min amrad kathira wa yikhalli-hum aqwa.,batch_69277e2f21e08190a4b6ab15ae9d4a0a,ShuwaArabic-Vaccinations-1,gpt-5-mini,3 - Somewhat difficult to read and understand,3 - Somewhat unnatural,6 - Formally correct,"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",This is more of Shuwa Arabic from CHad,3,3,6,1
NW-6809,gpt-5-nano,Shuwa Arabic,Child health,2,2025-11-26T22:36:36.466613,Yaranmu suna bukatar abinci mai gina jiki kullum.,batch_69277e3018b081909ffc008ef93a1951,ShuwaArabic-Child_health-1,gpt-5-nano,1 - Very difficult to read and understand (Effectively incomprehensible),2 - Unnatural,1 - Very heavily flawed (Severe grammatical/spelling errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,1,2,1,1
MK-1198,gpt-5-nano,Shuwa Arabic,Medications,4,2025-11-26T22:36:36.467081,Shin ya kamata mu sha magani da ruwa yau?,batch_69277e3018b081909ffc008ef93a1951,ShuwaArabic-Medications-3,gpt-5-nano,1 - Very difficult to read and understand (Effectively incomprehensible),2 - Unnatural,2 - Heavily flawed,"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,1,2,2,1
YQ-8744,gpt-5-nano,Shuwa Arabic,Vaccinations,2,2025-11-26T22:36:36.466738,Hal al-tat'im yihmi al-nas min amrad?,batch_69277e3018b081909ffc008ef93a1951,ShuwaArabic-Vaccinations-1,gpt-5-nano,1 - Very difficult to read and understand (Effectively incomprehensible),2 - Unnatural,1 - Very heavily flawed (Severe grammatical/spelling errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,1,2,1,1
JC-1565,gpt-4.1,Shuwa Arabic,Child health,2,2025-11-26T22:36:38.164007,Yara suna bukatar abinci mai kyau don lafiyarsu ta zama daidai.,batch_69277e3160f4819089421e28bd92aed3,ShuwaArabic-Child_health-1,gpt-4_1-2025-04-14,1 - Very difficult to read and understand (Effectively incomprehensible),2 - Unnatural,1 - Very heavily flawed (Severe grammatical/spelling errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",This is Hausa,1,2,1,1
EP-7015,gpt-4.1,Shuwa Arabic,Medications,4,2025-11-26T22:36:38.164272,Na shan magani don ciwon kai yau da safe.,batch_69277e3160f4819089421e28bd92aed3,ShuwaArabic-Medications-3,gpt-4_1-2025-04-14,1 - Very difficult to read and understand (Effectively incomprehensible),2 - Unnatural,1 - Very heavily flawed (Severe grammatical/spelling errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",This is hausa not Shuwa,1,2,1,1
MF-6699,gpt-4.1,Shuwa Arabic,Vaccinations,2,2025-11-26T22:36:38.164117,Ina so in je asibiti domin su yi mana allurar rigakafi.,batch_69277e3160f4819089421e28bd92aed3,ShuwaArabic-Vaccinations-1,gpt-4_1-2025-04-14,1 - Very difficult to read and understand (Effectively incomprehensible),2 - Unnatural,1 - Very heavily flawed (Severe grammatical/spelling errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,1,2,1,1
QQ-3331,claude-sonnet-4-20250514,Shuwa Arabic,Child health,2,2025-11-26T22:36:38.759657,Lafiyar yara muhimma ce don ci gaban al'umma.,msgbatch_01NTGGLbg99xrS1C6PBadDGf,ShuwaArabic-Child_health-1,claude-sonnet-4-20250514,1 - Very difficult to read and understand (Effectively incomprehensible),2 - Unnatural,1 - Very heavily flawed (Severe grammatical/spelling errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,1,2,1,1
IS-3254,claude-sonnet-4-20250514,Shuwa Arabic,Medications,4,2025-11-26T22:36:38.760593,Magani nan ya taimaka wajen warkar da ciwon kai.,msgbatch_01NTGGLbg99xrS1C6PBadDGf,ShuwaArabic-Medications-3,claude-sonnet-4-20250514,1 - Very difficult to read and understand (Effectively incomprehensible),2 - Unnatural,1 - Very heavily flawed (Severe grammatical/spelling errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",This is hausa,1,2,1,1
QK-9282,claude-sonnet-4-20250514,Shuwa Arabic,Vaccinations,2,2025-11-26T22:36:38.760305,Allura ta yi masa rigakafi don kare shi daga cutuka.,msgbatch_01NTGGLbg99xrS1C6PBadDGf,ShuwaArabic-Vaccinations-1,claude-sonnet-4-20250514,1 - Very difficult to read and understand (Effectively incomprehensible),2 - Unnatural,1 - Very heavily flawed (Severe grammatical/spelling errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,1,2,1,1
JW-9916,gemini-3-pro-preview,Shuwa Arabic,Child health,2,2025-11-27T14:33:20.461036,Lazim tashilu al-iyal le al-sibitar ashan ya'atuhum al-dagga didd al-humma.,batches/xn96hddmsmab4gxju9nwzlb5agiu4fbh7drq,req-16,gemini-3-pro-preview,1 - Very difficult to read and understand (Effectively incomprehensible),3 - Somewhat unnatural,2 - Heavily flawed,"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,1,3,2,1
EP-7650,gemini-3-pro-preview,Shuwa Arabic,Medications,4,2025-11-27T14:33:20.461051,Lazem timshi al-farmasi ashan tishri al-dawa al-doktor kataba leki da.,batches/xn96hddmsmab4gxju9nwzlb5agiu4fbh7drq,req-28,gemini-3-pro-preview,6 - Easy to read and understand,6 - Natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,6,6,6,0
EX-9425,gemini-3-pro-preview,Shuwa Arabic,Vaccinations,2,2025-11-27T14:33:20.461042,Shilu al-iyaal le l-lopital ashan yaduuhum al-talgiih gabul al-kharif yaaji.,batches/xn96hddmsmab4gxju9nwzlb5agiu4fbh7drq,req-21,gemini-3-pro-preview,4 - Neutral / Neither easy nor difficult to read,5 - Somewhat natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),This is more Shuwa Arabic from Chad,4,5,5,0
RH-4864,bedrock-claude-3-5-sonnet,Shuwa Arabic,Child health,2,2025-11-26T23:45:00.878660,Labud zanga de tuwo yara domin lafiya masha.,,,claude-3-5-sonnet-20241022,1 - Very difficult to read and understand (Effectively incomprehensible),2 - Unnatural,1 - Very heavily flawed (Severe grammatical/spelling errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,1,2,1,1
SD-7507,bedrock-claude-3-5-sonnet,Shuwa Arabic,Medications,4,2025-11-26T23:45:21.670792,Wŏtu dawa kulu yé kulna láfiya tammo.,,,claude-3-5-sonnet-20241022,1 - Very difficult to read and understand (Effectively incomprehensible),2 - Unnatural,1 - Very heavily flawed (Severe grammatical/spelling errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,1,2,1,1
RY-3123,bedrock-claude-3-5-sonnet,Shuwa Arabic,Vaccinations,2,2025-11-26T23:45:11.011213,Yā kamàta mū sami allūra dōmin kāre mu dàga cūtuttuka.,,,claude-3-5-sonnet-20241022,1 - Very difficult to read and understand (Effectively incomprehensible),2 - Unnatural,1 - Very heavily flawed (Severe grammatical/spelling errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,1,2,1,1
