language,topic,model,n_samples,readability_mean,adequacy_mean,grammatically_correct_pct,real_words_pct,notable_error_pct
hausa,Terrestrial Ecosystems (Life on Land),claude-sonnet-4-20250514,5,7.0,7.0,100.0,100.0,0.0
hausa,Terrestrial Ecosystems (Life on Land),gemini-2.5-pro,5,7.0,7.0,100.0,100.0,0.0
hausa,Terrestrial Ecosystems (Life on Land),gpt-4.1-2025-04-14,5,6.4,6.6,100.0,100.0,0.0
hausa,Terrestrial Ecosystems (Life on Land),gpt-4o-2024-11-20,5,6.6,6.8,100.0,100.0,0.0
hausa,Terrestrial Ecosystems (Life on Land),gpt-5-2025-08-07,5,6.4,6.6,100.0,100.0,0.0
hausa,Tourism,claude-sonnet-4-20250514,5,7.0,6.2,100.0,100.0,0.0
hausa,Tourism,gemini-2.5-pro,5,6.8,7.0,100.0,100.0,0.0
hausa,Tourism,gpt-4.1-2025-04-14,5,6.8,6.6,100.0,100.0,0.0
hausa,Tourism,gpt-4o-2024-11-20,5,6.6,6.4,100.0,100.0,0.0
hausa,Tourism,gpt-5-2025-08-07,5,7.0,7.0,100.0,100.0,0.0
hausa,Travel,claude-sonnet-4-20250514,5,7.0,6.8,100.0,100.0,0.0
hausa,Travel,gemini-2.5-pro,5,7.0,7.0,100.0,100.0,0.0
hausa,Travel,gpt-4.1-2025-04-14,5,7.0,6.8,100.0,100.0,0.0
hausa,Travel,gpt-4o-2024-11-20,5,7.0,6.6,100.0,100.0,0.0
hausa,Travel,gpt-5-2025-08-07,5,6.6,6.6,100.0,100.0,0.0
hausa,Weather,claude-sonnet-4-20250514,5,7.0,6.6,100.0,100.0,0.0
hausa,Weather,gemini-2.5-pro,5,7.0,7.0,100.0,100.0,0.0
hausa,Weather,gpt-4.1-2025-04-14,5,6.8,6.4,100.0,100.0,0.0
hausa,Weather,gpt-4o-2024-11-20,5,7.0,6.4,100.0,100.0,0.0
hausa,Weather,gpt-5-2025-08-07,5,7.0,6.8,100.0,100.0,0.0
