language,topic,model,n_samples,readability_mean,adequacy_mean,grammatically_correct_pct,real_words_pct,notable_error_pct
luganda,Sports,claude-sonnet-4-20250514,5,4.4,4.2,60.0,40.0,100.0
luganda,Sports,gemini-2.5-pro,5,6.4,6.2,80.0,100.0,40.0
luganda,Sports,gpt-4.1-2025-04-14,5,3.2,3.4,40.0,80.0,80.0
luganda,Sports,gpt-5-2025-08-07,5,5.6,5.4,60.0,80.0,60.0
luganda,Sustainable Cities,claude-sonnet-4-20250514,5,6.0,5.2,60.0,80.0,40.0
luganda,Sustainable Cities,gemini-2.5-pro,5,5.8,6.0,60.0,100.0,40.0
luganda,Sustainable Cities,gpt-4.1-2025-04-14,5,4.8,4.4,0.0,80.0,80.0
luganda,Sustainable Cities,gpt-5-2025-08-07,5,5.8,5.4,40.0,80.0,80.0
luganda,Terrestrial Ecosystems (Life on Land),claude-sonnet-4-20250514,5,5.4,4.8,60.0,100.0,40.0
luganda,Terrestrial Ecosystems (Life on Land),gemini-2.5-pro,5,5.4,5.4,60.0,60.0,40.0
luganda,Terrestrial Ecosystems (Life on Land),gpt-4.1-2025-04-14,5,4.4,4.2,0.0,80.0,100.0
luganda,Terrestrial Ecosystems (Life on Land),gpt-5-2025-08-07,5,5.6,5.4,80.0,100.0,20.0
luganda,Tourism,claude-sonnet-4-20250514,5,5.8,5.8,80.0,100.0,20.0
luganda,Tourism,gemini-2.5-pro,5,6.4,6.6,100.0,100.0,20.0
luganda,Tourism,gpt-4.1-2025-04-14,5,6.0,6.0,80.0,100.0,20.0
luganda,Tourism,gpt-5-2025-08-07,5,6.2,6.4,80.0,100.0,0.0
luganda,Travel,claude-sonnet-4-20250514,5,5.8,5.8,20.0,100.0,80.0
luganda,Travel,gemini-2.5-pro,5,6.6,7.0,100.0,100.0,0.0
luganda,Travel,gpt-4.1-2025-04-14,5,4.8,4.8,60.0,80.0,80.0
luganda,Travel,gpt-5-2025-08-07,5,5.4,5.6,60.0,100.0,40.0
luganda,Weather,claude-sonnet-4-20250514,5,5.8,5.8,20.0,100.0,80.0
luganda,Weather,gemini-2.5-pro,5,6.2,6.2,80.0,100.0,40.0
luganda,Weather,gpt-4.1-2025-04-14,5,5.0,5.0,40.0,100.0,40.0
luganda,Weather,gpt-5-2025-08-07,5,6.0,6.0,60.0,100.0,40.0
